72.33333333,60.66666667,10.29166667,67.25,29.93166667,0
79.17391304,62.2173913,6.043478261,61.34782609,29.60130435,0
72.7826087,60.30434783,11.52173913,66.04347826,29.65608696,0
71.34615385,63.80769231,20.46153846,77.84615385,29.52269231,0
73.54166667,61.58333333,11.91666667,66.375,29.775,0
74.75,43.20833333,12.41666667,43.29166667,29.71125,0
67.44,55,17.72,64.88,30.0164,0
65.625,55.5,13.70833333,70,30.15625,0
69.13636364,51.77272727,11.04545455,55.09090909,30.19409091,0
69.88888889,61.33333333,6.888888889,76.11111111,30.12666667,0
75.04545455,62.45454545,7,67.18181818,30.02227273,0
73.04347826,67.2173913,10,82.56521739,29.99521739,0
71.16666667,61.33333333,11.58333333,71.54166667,30.11625,0
73.30434783,57.86956522,9,59.34782609,30.12086957,0
75.76190476,63.57142857,9.095238095,67.14285714,30.10285714,0
75.95833333,63.70833333,11.33333333,66.375,30.035,0
76.125,64.91666667,9.75,69.58333333,29.98,0
75.58333333,63.54166667,8.958333333,67.58333333,29.86,0
72.2173913,66.95652174,11.56521739,83.82608696,29.79565217,0
72.95454545,67.45454545,9.045454545,83.36363636,29.76227273,0
69.95652174,65.13043478,10.86956522,85.91304348,29.78521739,0
70.64,64.28,14.96,81.44,29.9612,0
71.5,58.41666667,13.125,64.25,30.15625,0
74.04166667,64.16666667,9.375,73.04166667,29.92708333,0
69.41666667,61,17.04166667,75.16666667,29.805,0
64.8,57.24,11.12,77.24,30.1684,0
68.5,53.79166667,7.5,59.20833333,30.205,0
73.72727273,55.77272727,12.27272727,55.13636364,30.115,0
72.16666667,66.33333333,16.95833333,82.79166667,29.93,0
76.16,64.68,14.52,68.32,29.9348,0
75.60869565,58.95652174,16.13043478,58.13043478,29.94304348,0
71.20833333,64.58333333,13.375,80.45833333,29.92833333,0
67.42857143,50.38095238,17.19047619,54.04761905,30.18714286,0
65.90909091,55.13636364,8.636363636,68.45454545,30.08909091,0
67.875,54.375,6.75,63.20833333,29.99375,0
73.25,58.70833333,10.41666667,62.16666667,29.99916667,0
74.75,63.5,10.75,69.58333333,30.02375,0
70.26923077,63.96153846,20.96153846,81.30769231,30.01884615,0
70.45833333,64,9.541666667,81.58333333,30.01375,0
74.33333333,67.16666667,11.875,77.83333333,29.96791667,0
75.66666667,64.41666667,9,70.125,29.94041667,0
72.60869565,64.34782609,7.347826087,76.08695652,29.75913043,0
72.84615385,68.23076923,9.653846154,85.61538462,29.58846154,0
74.08333333,70.70833333,8.25,87.58333333,29.46125,0
67.07142857,63.92857143,15.03571429,90.35714286,29.855,0
69.58333333,60.66666667,4.291666667,73.29166667,29.88,0
76,68.53846154,8.269230769,77.76923077,29.63576923,0
72.73913043,58.56521739,9.739130435,63.86956522,29.64826087,0
68.24,40.76,13.92,37.28,29.9328,0
68.875,58.33333333,11.125,69.66666667,30.07625,0
70.45833333,56,13.91666667,60.875,30.165,0
70.83333333,59.33333333,5.708333333,67.20833333,30.09375,0
72.79166667,63.45833333,7.958333333,74.16666667,30.00416667,0
